,District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Link,Crop_string,District_string,soil_string
17,2,0,100,60,110,7.5,1200,30,11,Urea,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
18,2,0,75,50,115,6.5,1300,35,11,Urea,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
19,2,0,80,50,115,6.5,1300,35,11,Urea,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
20,2,0,85,50,115,6.5,1300,35,11,Urea,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
21,2,0,90,50,115,6.5,1300,35,11,Urea,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
22,2,0,95,50,115,6.5,1300,35,11,Urea,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
23,2,0,100,50,115,6.5,1300,35,11,Urea,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
24,2,0,75,55,100,7.0,1400,20,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
25,2,0,80,55,100,7.0,1400,20,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
26,2,0,85,55,100,7.0,1400,20,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
27,2,0,90,55,100,7.0,1400,20,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
28,2,0,95,55,100,7.0,1400,20,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
29,2,0,100,55,100,7.0,1400,20,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
30,2,0,75,60,105,7.5,1500,25,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
31,2,0,80,60,105,7.5,1500,25,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
32,2,0,85,60,105,7.5,1500,25,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
33,2,0,90,60,105,7.5,1500,25,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
34,2,0,95,60,105,7.5,1500,25,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
35,2,0,100,60,105,7.5,1500,25,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
36,2,0,75,50,110,6.5,1000,30,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
37,2,0,80,50,110,6.5,1000,30,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
38,2,0,85,50,110,6.5,1000,30,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
39,2,0,90,50,110,6.5,1000,30,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
40,2,0,95,50,110,6.5,1000,30,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
41,2,0,100,50,110,6.5,1000,30,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
42,2,0,75,55,115,7.0,1100,35,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
43,2,0,80,55,115,7.0,1100,35,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
44,2,0,85,55,115,7.0,1100,35,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
45,2,0,90,55,115,7.0,1100,35,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
46,2,0,95,55,115,7.0,1100,35,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
47,2,0,100,55,115,7.0,1100,35,11,DAP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
48,2,0,75,60,100,7.5,1200,20,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
49,2,0,80,60,100,7.5,1200,20,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
50,2,0,85,60,100,7.5,1200,20,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
51,2,0,90,60,100,7.5,1200,20,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
52,2,0,95,60,100,7.5,1200,20,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
53,2,0,100,60,100,7.5,1200,20,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
54,2,0,75,50,105,6.5,1300,25,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
55,2,0,80,50,105,6.5,1300,25,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
56,2,0,85,50,105,6.5,1300,25,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
57,2,0,90,50,105,6.5,1300,25,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
58,2,0,95,50,105,6.5,1300,25,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
59,2,0,100,50,105,6.5,1300,25,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
60,2,0,75,55,110,7.0,1400,30,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
61,2,0,80,55,110,7.0,1400,30,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
62,2,0,85,55,110,7.0,1400,30,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
63,2,0,90,55,110,7.0,1400,30,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
64,2,0,95,55,110,7.0,1400,30,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
65,2,0,100,55,110,7.0,1400,30,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
66,2,0,75,60,115,7.5,1500,35,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
67,2,0,80,60,115,7.5,1500,35,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
68,2,0,85,60,115,7.5,1500,35,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
69,2,0,90,60,115,7.5,1500,35,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
70,2,0,95,60,115,7.5,1500,35,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
71,2,0,100,60,115,7.5,1500,35,11,MOP,https://youtu.be/2t5Am0xLTOo,Sugarcane,Khartoum,Black
72,2,0,20,25,25,6.5,600,25,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
73,2,0,25,25,25,6.5,600,25,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
74,2,0,30,25,25,6.5,600,25,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
75,2,0,35,25,25,6.5,600,25,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
76,2,0,40,25,25,6.5,600,25,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
77,2,0,20,30,30,7.0,700,30,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
78,2,0,25,30,30,7.0,700,30,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
79,2,0,30,30,30,7.0,700,30,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
80,2,0,35,30,30,7.0,700,30,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
81,2,0,40,30,30,7.0,700,30,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
82,2,0,20,35,35,7.5,800,25,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
83,2,0,25,35,35,7.5,800,25,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
84,2,0,30,35,35,7.5,800,25,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
85,2,0,35,35,35,7.5,800,25,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
86,2,0,40,35,35,7.5,800,25,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
87,2,0,20,25,40,6.5,600,30,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
88,2,0,25,25,40,6.5,600,30,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
89,2,0,30,25,40,6.5,600,30,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
90,2,0,35,25,40,6.5,600,30,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
91,2,0,40,25,40,6.5,600,30,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
92,2,0,20,30,25,7.0,700,25,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
93,2,0,25,30,25,7.0,700,25,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
94,2,0,30,30,25,7.0,700,25,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
95,2,0,35,30,25,7.0,700,25,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
96,2,0,40,30,25,7.0,700,25,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
97,2,0,20,35,30,7.5,800,30,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
98,2,0,25,35,30,7.5,800,30,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
99,2,0,30,35,30,7.5,800,30,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
100,2,0,35,35,30,7.5,800,30,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
101,2,0,40,35,30,7.5,800,30,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
102,2,0,20,25,35,6.5,600,25,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
103,2,0,25,25,35,6.5,600,25,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
104,2,0,30,25,35,6.5,600,25,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
105,2,0,35,25,35,6.5,600,25,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
106,2,0,40,25,35,6.5,600,25,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
107,2,0,20,30,40,7.0,700,30,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
108,2,0,25,30,40,7.0,700,30,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
109,2,0,30,30,40,7.0,700,30,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
110,2,0,35,30,40,7.0,700,30,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
111,2,0,40,30,40,7.0,700,30,5,Urea,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
112,2,0,20,35,25,7.5,800,25,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
113,2,0,25,35,25,7.5,800,25,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
114,2,0,30,35,25,7.5,800,25,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
115,2,0,35,35,25,7.5,800,25,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
116,2,0,40,35,25,7.5,800,25,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
117,2,0,20,25,30,6.5,600,30,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
118,2,0,25,25,30,6.5,600,30,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
119,2,0,30,25,30,6.5,600,30,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
120,2,0,35,25,30,6.5,600,30,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
121,2,0,40,25,30,6.5,600,30,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
122,2,0,20,30,35,7.0,700,25,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
123,2,0,25,30,35,7.0,700,25,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
124,2,0,30,30,35,7.0,700,25,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
125,2,0,35,30,35,7.0,700,25,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
126,2,0,40,30,35,7.0,700,25,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
127,2,0,20,35,40,7.5,800,30,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
128,2,0,25,35,40,7.5,800,30,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
129,2,0,30,35,40,7.5,800,30,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
130,2,0,35,35,40,7.5,800,30,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
131,2,0,40,35,40,7.5,800,30,5,SSP,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
132,2,0,40,20,20,6.0,600,25,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
133,2,0,45,20,20,6.0,600,25,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
134,2,0,50,20,20,6.0,600,25,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
135,2,0,40,25,25,6.5,700,30,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
136,2,0,45,25,25,6.5,700,30,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
137,2,0,50,25,25,6.5,700,30,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
138,2,0,40,20,25,7.0,800,25,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
139,2,0,45,20,25,7.0,800,25,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
140,2,0,50,20,25,7.0,800,25,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
141,2,0,40,25,20,7.5,600,30,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
142,2,0,45,25,20,7.5,600,30,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
143,2,0,50,25,20,7.5,600,30,5,10:26:26 NPK,https://youtu.be/hxuB66J-3BI,Jowar,Khartoum,Black
144,2,5,100,40,50,6.0,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
145,2,5,105,40,50,6.0,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
146,2,5,110,40,50,6.0,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
147,2,5,115,40,50,6.0,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
148,2,5,120,40,50,6.0,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
149,2,5,125,40,50,6.0,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
150,2,5,130,40,50,6.0,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
151,2,5,135,40,50,6.0,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
152,2,5,140,40,50,6.0,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
153,2,5,145,40,50,6.0,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
154,2,5,150,40,50,6.0,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
155,2,5,100,45,55,6.5,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
156,2,5,105,45,55,6.5,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
157,2,5,110,45,55,6.5,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
158,2,5,115,45,55,6.5,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
159,2,5,120,45,55,6.5,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
160,2,5,125,45,55,6.5,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
161,2,5,130,45,55,6.5,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
162,2,5,135,45,55,6.5,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
163,2,5,140,45,55,6.5,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
164,2,5,145,45,55,6.5,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
165,2,5,150,45,55,6.5,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
166,2,5,100,50,60,7.0,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
167,2,5,105,50,60,7.0,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
168,2,5,110,50,60,7.0,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
169,2,5,115,50,60,7.0,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
170,2,5,120,50,60,7.0,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
171,2,5,125,50,60,7.0,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
172,2,5,130,50,60,7.0,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
173,2,5,135,50,60,7.0,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
174,2,5,140,50,60,7.0,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
175,2,5,145,50,60,7.0,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
176,2,5,150,50,60,7.0,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
177,2,5,100,55,65,7.5,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
178,2,5,105,55,65,7.5,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
179,2,5,110,55,65,7.5,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
180,2,5,115,55,65,7.5,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
181,2,5,120,55,65,7.5,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
182,2,5,125,55,65,7.5,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
183,2,5,130,55,65,7.5,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
184,2,5,135,55,65,7.5,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
185,2,5,140,55,65,7.5,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
186,2,5,145,55,65,7.5,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
187,2,5,150,55,65,7.5,800,25,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
188,2,5,100,60,70,6.0,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
189,2,5,105,60,70,6.0,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
190,2,5,110,60,70,6.0,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
191,2,5,115,60,70,6.0,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
192,2,5,120,60,70,6.0,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
193,2,5,125,60,70,6.0,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
194,2,5,130,60,70,6.0,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
195,2,5,135,60,70,6.0,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
196,2,5,140,60,70,6.0,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
197,2,5,145,60,70,6.0,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
198,2,5,150,60,70,6.0,900,30,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
199,2,5,100,40,75,6.5,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
200,2,5,105,40,75,6.5,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
201,2,5,110,40,75,6.5,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
202,2,5,115,40,75,6.5,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
203,2,5,120,40,75,6.5,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
204,2,5,125,40,75,6.5,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
205,2,5,130,40,75,6.5,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
206,2,5,135,40,75,6.5,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
207,2,5,140,40,75,6.5,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
208,2,5,145,40,75,6.5,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
209,2,5,150,40,75,6.5,1000,35,0,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
210,2,5,100,45,50,6.0,800,25,0,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
211,2,5,105,45,50,6.0,800,25,0,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
212,2,5,110,45,50,6.0,800,25,0,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,Cotton,Khartoum,Red 
